timestamp_et,epoch,ticker,open,high,low,close,volume
2020-03-16 00:00:00,1584331200,OTIS,40.0,46.0099983215332,40.0,45.0,10600
2020-03-23 00:00:00,1584936000,OTIS,42.0,47.5,38.0,45.23500061035156,389000
2020-03-30 00:00:00,1585540800,OTIS,44.25,50.0,41.79999923706055,47.31999969482422,33350300
2020-04-06 00:00:00,1586145600,OTIS,47.0,50.25,41.2599983215332,49.13999938964844,62062100
2020-04-13 00:00:00,1586750400,OTIS,48.54999923706055,48.66999816894531,42.79999923706055,46.150001525878906,43251000
2020-04-20 00:00:00,1587355200,OTIS,45.0,49.54999923706055,44.5,47.849998474121094,30770800
2020-04-27 00:00:00,1587960000,OTIS,48.08000183105469,51.72999954223633,47.61000061035156,49.709999084472656,24466700
2020-05-04 00:00:00,1588564800,OTIS,48.849998474121094,54.16999816894531,47.5099983215332,52.95000076293945,21804600
2020-05-11 00:00:00,1589169600,OTIS,52.0,52.400001525878906,47.20000076293945,48.88999938964844,18608700
2020-05-18 00:00:00,1589774400,OTIS,50.119998931884766,54.70000076293945,50.119998931884766,51.709999084472656,17205400
2020-05-25 00:00:00,1590379200,OTIS,53.029998779296875,53.9900016784668,50.18000030517578,52.650001525878906,23232700
2020-06-01 00:00:00,1590984000,OTIS,52.45000076293945,58.70899963378906,52.11000061035156,58.56999969482422,17742300
2020-06-08 00:00:00,1591588800,OTIS,58.68000030517578,61.459999084472656,55.099998474121094,56.040000915527344,20841900
2020-06-15 00:00:00,1592193600,OTIS,54.5099983215332,59.79999923706055,53.83000183105469,57.0,19649700
2020-06-22 00:00:00,1592798400,OTIS,56.880001068115234,58.18000030517578,54.44200134277344,55.790000915527344,17013100
2020-06-29 00:00:00,1593403200,OTIS,55.88999938964844,57.2400016784668,55.33000183105469,56.5,10338500
2020-07-06 00:00:00,1594008000,OTIS,57.380001068115234,57.939998626708984,56.040000915527344,56.97999954223633,15793400
2020-07-13 00:00:00,1594612800,OTIS,56.560001373291016,59.029998779296875,56.029998779296875,58.54999923706055,13607900
2020-07-20 00:00:00,1595217600,OTIS,58.41999816894531,59.650001525878906,57.630001068115234,58.130001068115234,12464700
2020-07-27 00:00:00,1595822400,OTIS,57.86000061035156,64.5199966430664,57.599998474121094,62.7400016784668,17492400
2020-08-03 00:00:00,1596427200,OTIS,63.02000045776367,64.47000122070312,61.970001220703125,64.41000366210938,10311400
2020-08-10 00:00:00,1597032000,OTIS,64.29000091552734,65.94999694824219,63.599998474121094,64.06999969482422,8927100
2020-08-17 00:00:00,1597636800,OTIS,64.45999908447266,64.52999877929688,61.810001373291016,63.630001068115234,8955700
2020-08-24 00:00:00,1598241600,OTIS,63.61000061035156,64.90499877929688,62.650001525878906,63.59000015258789,8437500
2020-08-31 00:00:00,1598846400,OTIS,63.61000061035156,65.55999755859375,60.43000030517578,61.4900016784668,11691500
2020-09-07 00:00:00,1599451200,OTIS,61.43000030517578,62.529998779296875,59.72999954223633,60.13999938964844,10128700
2020-09-14 00:00:00,1600056000,OTIS,60.56999969482422,62.63999938964844,58.040000915527344,60.880001068115234,12532900
2020-09-21 00:00:00,1600660800,OTIS,60.0,62.75,58.66999816894531,61.54999923706055,10019700
2020-09-28 00:00:00,1601265600,OTIS,62.27000045776367,64.22000122070312,61.5099983215332,63.15999984741211,8953600
2020-10-05 00:00:00,1601870400,OTIS,63.7400016784668,65.66999816894531,63.23500061035156,65.3499984741211,7603000
2020-10-12 00:00:00,1602475200,OTIS,65.8499984741211,66.0,64.01000213623047,65.02999877929688,6264900
2020-10-19 00:00:00,1603080000,OTIS,64.9000015258789,65.73999786376953,62.97999954223633,63.45000076293945,10002000
2020-10-26 00:00:00,1603684800,OTIS,63.84000015258789,63.88999938964844,58.77000045776367,61.279998779296875,11728800
2020-11-02 00:00:00,1604293200,OTIS,62.189998626708984,63.95000076293945,61.09000015258789,63.58000183105469,8048900
2020-11-09 00:00:00,1604898000,OTIS,67.0,67.29000091552734,63.31999969482422,65.56999969482422,9127400
2020-11-16 00:00:00,1605502800,OTIS,66.22000122070312,67.9800033569336,65.5999984741211,66.31999969482422,9607800
2020-11-23 00:00:00,1606107600,OTIS,66.63999938964844,68.20999908447266,66.41999816894531,67.33999633789062,9394700
2020-11-30 00:00:00,1606712400,OTIS,66.83999633789062,68.16000366210938,64.87999725341797,65.16000366210938,9254900
2020-12-07 00:00:00,1607317200,OTIS,64.9800033569336,66.20999908447266,62.95000076293945,63.72999954223633,10308200
2020-12-14 00:00:00,1607922000,OTIS,64.48999786376953,66.31999969482422,62.52000045776367,65.61000061035156,11081900
2020-12-21 00:00:00,1608526800,OTIS,64.94000244140625,66.4800033569336,64.5999984741211,65.79000091552734,5317400
2020-12-28 00:00:00,1609131600,OTIS,66.18000030517578,67.69000244140625,65.12999725341797,67.55000305175781,4115200
2021-01-04 00:00:00,1609736400,OTIS,67.55000305175781,68.0199966430664,64.75900268554688,66.83000183105469,8988200
2021-01-11 00:00:00,1610341200,OTIS,66.22000122070312,66.80000305175781,63.5099983215332,65.52999877929688,11330200
