rank,address,display_name,account_value,pnl_day,roi_day,vlm_day,pnl_week,roi_week,vlm_week,pnl_month,roi_month,vlm_month,pnl_allTime,roi_allTime,vlm_allTime
933,0xd7cf293a89139c6ba0dc42438dc98b26f4b4a0f4,,78546.22,35859.459469,0.292285,2034084.17,81440.216117,0.523381,23344745.71,81440.216117,0.523381,23344745.71,81440.216117,0.523381,23344745.71
934,0xbdf181d7fa4879dd7e36c9e8623679efed8db2dc,,0.0,0.0,0.0,0.0,11436.729234,0.1409,844857.38,81358.197759,0.856098,22741890.23,85835.131433,0.94786,28267016.05
935,0x4e6b51c5f3e4b74c866e78983d335e9d7339b7d4,,1032004.53,62096.40717,0.11848,0.0,367987.490706,1.686316,0.0,81197.446771,0.084464,4008739.27,-22699.286454,-0.02131,64705257.49
936,0xdab9dc17e9d39b6da3d24fd2e167ce71275880a0,,61705.61,-3898.290215,-0.059762,202755.22,-178.157592,-0.002896,408558.9,81164.467475,1.009584,5231085.94,37933.848653,0.199786,46471199.78
937,0x346ccfdee95c7bd36b60bfe028d0f40d3517f22f,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81125.520001,0.427039,1244574.51,115303.830002,0.292924,12819981.47
938,0x96c9487af21d18ac5f4c841af44a011968445709,,2292793.98,-9134.637679,-0.003968,0.0,-30431.65346,-0.013099,7797538.01,80828.66249,0.036542,24734393.63,228131.167367,0.110983,47486577.23
939,0x675462411d40a169c3397ac1dc00786dc9c7d3a1,,261959.73,-70448.897048,-0.211871,0.0,-178386.469114,-0.467031,0.0,80653.545124,0.133082,3160517.74,275866.21929,0.407329,106808285.01
940,0x67cb008c9bbb2f0ef7ab293746638d3be88261d9,,2949432.91,204462.244417,0.074486,0.0,229314.245254,0.084303,0.0,80529.431549,0.02807,3060.72,1255488.512213,0.326542,3075.0
941,0x200cf6cae79ad11fc1bb74c608421b8f6b90cfd2,,125359.48,15197.405159,0.14104,0.0,29379.607045,0.313985,594472.61,80493.091372,0.946004,10285823.93,72061.975757,0.770563,10573821.07
942,0x3300eebeea8239b90a435e403b130a853a0d7dff,,876590.88,67137.284649,0.082901,0.0,81452.22913,0.102386,0.0,80267.54023,0.100747,770444.62,24033439.466717,0.701043,49408635.2
943,0xe7af83354027311c07acf509653f3863096450c8,,454217.92,-7265.900735,-0.015745,135935.25,2471.381224,0.005471,386466.15,80253.360467,0.214602,4410869.88,223326.824656,0.967239,14714708.59
944,0xbb8d8e9428b4ad06b1f6de7cba830ae13a86bd13,,302806.3,-21002.425632,-0.064861,0.0,-41873.371107,-0.121485,1853972.26,80149.287985,0.204641,5311563.24,170866.202822,0.506044,10495490.2
945,0xdc931389c5ba42f4ef6202a2b678564e1d3c1350,,480678.63,0.0,0.0,0.0,-16349.199514,-0.032894,2006333.87,80050.294939,0.234376,4489080.8,228691.35,0.981714,14160698.5
946,0x66466428990e0f42a4c54f64bee0db6bf2336de5,,3043878.93,796324.506207,0.354307,0.0,1498060.155097,0.969105,15518506.57,80046.953251,0.027024,45542847.78,-1541755.339778,-0.336342,116094850.12
947,0x997ec678fb354904f57a8240866ad72b2988374c,,248347.1,53102.630371,0.27198,979678.83,86199.288584,0.531609,8494065.53,79795.136612,1.143954,8494065.53,79795.136612,1.143954,8593954.95
948,0x46910af2ead8ae10ad2787cf197909126c3864f6,,370977.35,4.874593,1.3e-05,0.0,5.846652,1.6e-05,0.0,79728.368247,0.370468,2040941.43,78249.077676,0.26731,6504571.95
949,0xc16b8ddcef47a74c9b76cd28e6834270090d72dd,,160563.03,-22477.722937,-0.122802,0.0,-29680.613533,-0.156014,121859.8,79558.454479,0.462535,318105.41,627619.26518,1.205178,6614623.66
950,0x43c2d5cbfd611870e12c12638698839a3ad65b4d,,1904445.24,121896.902222,0.068384,0.0,123454.10227,0.069318,0.0,79102.005934,0.043335,0.0,79102.005934,0.043335,0.0
951,0x41c684cbde3e449cc67c70aacb6132e3eb25b06d,,161459.72,-34680.607704,-0.176815,0.0,16929.298673,0.117133,13621236.04,79064.251183,0.95957,19418034.19,77626.58631,0.925966,19828289.0
952,0x0dd73d2b71efb30daf8cd48c9dfa8dc35868fe65,,2154224.78,117591.000305,0.057729,0.0,140455.108193,0.069737,0.0,78993.06139,0.037642,733318.62,1671586.980026,1.416214,175506529.94
953,0x78dc6d769bd7dc3333b3f0acff06d2340562cb61,,578772.18,58827.964656,0.113143,455548.89,100319.647828,0.395187,1351759.99,78772.378952,0.157545,1817271.52,78772.378952,0.157545,1817271.52
954,0xd92027fc1bf15ea8e1c9c0a1aa4a9f58b5433f20,,57782.36,6064.388482,0.117259,2131985.65,-74427.339266,-0.562949,22734926.59,78334.29524,0.39468,41372817.88,202168.675514,2.708543,77911640.36
955,0x510dfe906d9ad847971be31a4c6798b1c77c1ed1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78103.210166,0.69206,12384002.09,78103.210166,0.69206,12384002.09
956,0x25dacd8a27eac9ad6eba5eb88e3b68f707eb1397,HEXAHEDGE B1397,114793.16,-9858.187477,-0.079023,0.0,-22670.088428,-0.157403,0.0,78080.934258,0.659131,18380.78,289968.062752,3.549444,37362089.31
957,0xf5f4c3aa62a0f903a8529905031b1536d1cf16f8,,1123347.62,-26868.950529,-0.02336,9999.42,36417.291845,0.033505,125133.2,78055.58283,0.094252,1660364.86,184125.372701,0.254991,39057711.58
958,0xe5aaacff3f4f94d5009da0503144027e75a96232,,774220.37,6391.30706,0.008324,0.0,-11046.043731,-0.014067,0.0,78007.680187,0.115379,185795.69,284329.202365,0.530742,6152410.8
959,0x3537de45a5c3b1694b74cbf2e940078bdf4e9a64,,721931.97,-18116.330354,-0.02448,0.0,-29587.942848,-0.039371,0.0,77993.929072,0.12112,0.0,-156716.620859,-0.176354,37014925.8
960,0x1c75b586b9779532f65c32487af40286a0d88d88,,37114.35,9383.177212,0.338362,6163889.16,3622.341792,0.108155,27662597.6,77917.442425,1.38273,134884280.43,140288.819863,14.046806,197652029.03
961,0xcdbd79aafd6d0618e3fc6aecb11e1a61908a9169,,82874.88,9613.804452,0.131227,6643378.3,-34790.037402,-0.29567,18957452.65,77871.344674,0.643831,51415130.14,89643.620356,0.82108,67456500.77
962,0xeccd60dae7afe7650a4c6b610c30957348e185af,,948801.54,69359.539918,0.07885,377057.32,107707.352564,0.128026,3080465.0,77815.461553,0.085588,23539947.71,370709.799172,0.355709,130529113.65
963,0x98d5abdcf0a7c6e51c632ba47f8aa4044b7a7396,,971798.67,58467.036698,0.064015,0.0,77795.019338,0.087019,0.0,77793.461338,0.087017,0.0,77793.461338,0.087017,0.0
964,0x3a48261298f848b1bd8c1047c7583afdb1c4c96f,,894058.87,58286.438637,0.06974,0.0,69909.540763,0.084826,0.0,77640.752745,0.095099,0.0,163693.657735,0.224126,274140.78
965,0x4208020376ed59106cbd45434a3919714bc3a722,,144864.67,4219.288555,0.034378,0.0,55716.889733,0.782159,0.0,77560.571392,0.843929,999942.72,180820.490022,0.574016,19440066.18
966,0xf7f97e0b45c230d209d0a721414ff7abfcacae80,,699799.68,-36075.463776,-0.049024,0.0,-40619.029454,-0.442839,128999.98,77538.56203,0.086409,4423123.71,3514.041187,0.002735,41666297.48
967,0x801f8e06f8c6d65d557518eab102ed4504cf18fa,,338711.17,0.006202,0.0,0.0,10501.968456,0.031998,4525957.73,77404.498908,0.294393,30319146.89,66044.89,0.240786,39927268.92
968,0x25fcb75a422f1eeef23c272f8712d6df16c49c38,,346138.1,7386.5026,0.021805,0.0,15183.063728,0.045877,495427.37,77393.861197,1.181229,2361938.73,342128.954508,23.815219,54517431.61
969,0x64f80d81f4ae9858a9e92dce8d19ee1686cc8e04,,4039608.62,-24057.663889,-0.00592,0.0,-39981.231767,-0.0098,0.0,77365.081438,0.15365,0.0,30164.15277,0.007523,3912610.66
970,0x2a7a1c05f0c6954a39e3e47d5d6eb057f798e797,,2077289.82,162668.018623,0.084961,0.0,197318.68403,0.104958,0.0,77290.022009,0.038645,1999997.69,77290.022009,0.038645,1999997.69
971,0x32b1223d162056db0fb94ab244d1ef821421b95c,,146814.13,33847.792363,0.299627,420357.25,51995.639636,0.54837,3240800.56,77199.702882,1.108961,5507614.53,65999.495379,0.816678,7853209.96
972,0x7fa77093e83c9292c2357ea799ac2c57ec138203,,3248500.38,214489.720203,0.070695,0.0,254328.888022,0.084941,0.0,77159.897819,0.024312,3845611.68,4038311.141025,3.133615,288867815.86
973,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,,142586.67,59090.441479,0.687703,702705.81,73888.202637,1.038826,2831728.05,77070.169791,1.134308,2964682.73,-452390.148181,-0.557224,322502108.82
974,0xc52308f4327a24bb1214cc177507eb9ee0fc8d3a,,751214.82,3331.247062,0.004454,124096.72,19062.424269,0.026036,3145015.51,76954.247493,0.114131,26390516.6,110536.257738,0.17253,292704964.29
975,0xec2aa004732b35d4f763e7e73e7918da37274c96,,165973.71,-26744.235919,-0.138774,0.0,-6350.82828,-0.036854,10504441.42,76897.616452,0.86328,21493626.17,111873.712643,2.067906,21870152.82
976,0xf92c1f0e96a2c1096796c1289bca150ad9f35f37,,900483.15,22207.028865,0.025285,201391.82,57223.568123,0.06786,1627017.62,76846.619823,0.346787,16045577.19,2292.097444,0.002552,35537583.05
977,0x5e54e19114a691754ea760453997ce30812c2bbf,@alxcapitalx,205328.48,-280.903228,-0.001366,117825.29,-2371.438692,-0.011418,206396.53,76770.42613,0.597226,1611429.74,-241023.002768,-0.486565,19533086.5
978,0x0eaf9c031e327236042d3f489b96f8c1fadc332b,,122647.3,0.0,0.0,0.0,0.0,0.0,0.0,76614.833469,1.664365,10667744.77,-27352.696978,-0.182351,12959532.54
979,0xec12ba357aa2a9943ffa03a95146835a8f2e85fb,,1979810.0,115418.311314,0.061907,0.0,136914.555989,0.074293,0.0,76554.051207,0.040215,131324.85,843900.648927,0.742689,2891911.07
980,0x663f2673c6cef165d4e027585ed300a6b74245da,,561871.03,-28767.084237,-0.0487,813231.63,-37577.218872,-0.06268,2109243.63,76505.301018,0.157604,15154003.49,95485.383267,0.171531,102158826.58
981,0x09c99869e87a7499231524147bc2ce18a27e5bc7,,105056.95,3263.010934,0.032055,11500041.24,75629.674182,2.570053,22069011.06,76447.980449,2.672168,46112047.06,-652785.228174,-0.861374,877822858.28
982,0x13f2ca08112fd5b5df3c78c5e583d95d69900235,,1540033.26,-92295.980348,-0.056539,0.0,76428.92472,0.052216,1089534.38,76368.158449,0.0522,1089534.38,-1094.757777,-0.00053,3750665.66
983,0x1e167fc0b27b14a0d707fba8d5325ca0db28abef,,1180843.32,12903.642383,0.100459,0.0,81559.707597,0.418938,2418893.38,76241.587597,0.381208,4081142.47,76241.587597,0.381208,4251508.98
984,0xea4fc1ae43d644b35e6874c32c49516ccb21df32,,445862.59,16263.208109,0.037857,200890.22,40714.719035,0.100493,1563082.32,76029.734235,0.205579,6747819.06,155862.579848,0.399648,97363041.21
985,0x09981af1fb72330bc1789f5e3d5b535777acc8e1,,420574.8,9192.747452,0.022346,0.0,16911.535882,0.041895,31153.33,75994.104139,0.731129,2108899.37,109373.101519,0.351454,19056773.52
986,0xee7ada00c9e5f654c8f8ea0f355a1f3c50942732,,1783520.9,97113.308246,0.057586,0.0,120519.07224,0.072471,391772.16,75886.32339,0.044439,794550.13,-7110.249628,-0.016489,12124991.5
987,0x9836e286fbf4f71998827d4bd6ea3b470c26457e,,481143.08,76394.342578,0.188745,129420.0,92499.546421,0.238006,767103.47,75868.037252,0.154232,9753894.78,-102979.798008,-0.061269,145788320.52
988,0x8ab117ae3af056395dc23cd79ba07bda3a95d9f3,,576773.63,16337.431866,0.029146,0.0,21403.243266,0.038511,0.0,75733.7435,0.898292,1378192.0,1082844.690256,1.655265,8007067.41
989,0x8b9af0a4a822d6d6ccc72540b2a44bcc9a5a66ef,,0.37,1e-06,0.0,0.0,0.0,0.0,0.0,75638.951567,0.189805,3267359.8,1224849.19,0.977475,165444188.17
990,0x8a5cd8bd74ab3f205ddcb3b73b2f66deadc6827f,,185945.56,-3277.04816,-0.017309,0.0,-5271.72587,-0.027555,0.0,75571.452133,0.359875,951439.86,1745064.589396,3.350413,21143626.74
991,0xc73b427d778bc04728843dc62895b472d7ac1e37,,10691.39,-13599.116429,-0.193327,1882136.78,16349.919421,0.326957,7230564.16,75501.109181,2.477068,25453402.07,165237.204229,12.47045,46085291.08
992,0x6a2cec2bda4749f113676bd9a5f3e64277260efd,,72966.08,-2464.162957,-0.026374,242807.07,10602.714506,0.097395,1359549.77,75389.84506,1.01441,5678455.77,228145.156563,5.430552,59980281.73
993,0x0980b34ade9476dba81bcdb0f865a333793ad1c2,,499185.11,9589.296562,0.019586,504.1,22118.183325,0.046363,4250.47,75309.886988,0.132785,357150.53,972980.952686,1.164727,3273807.19
994,0x1f919bfe96d8c5c25c7268998cc9c4547c44bec5,,10212362.95,708487.647364,0.074547,0.0,797480.255911,0.084704,0.0,75213.023014,0.00742,0.0,0.0,0.0,0.0
995,0x9f4ae9aad351b90051d45b36a2ca8b988c32ea06,,7127986.77,494475.051513,0.074542,0.0,556372.508456,0.084663,0.0,75136.377824,0.010653,0.0,289235.347671,0.042294,0.0
996,0xd129d392e5db2bb3bd6db5c2580c9634ac570aa6,,353342.84,-40243.685785,-0.102249,2506690.81,128775.267292,0.472453,44041498.82,74950.641953,0.229634,83616777.77,-428082.727588,-0.51612,226068816.39
997,0xa14cccaf3344ceb71256b17b3eecbedc57da54b2,,8.69,0.0,0.0,0.0,0.0,0.0,0.0,74947.914221,0.287678,3503904.96,80576.686352,0.315996,17466534.42
998,0x09d63d136a0a98960cee7835d2f794a89ea71697,,6869202.96,439306.584182,0.068322,0.0,442806.631126,0.068904,0.0,74799.016236,0.011009,0.0,5322003.291605,1.448716,6006777.58
999,0xdef564a9faf4e0fd51b8a94613715767bb746587,,535995.39,32884.944341,0.065352,201544.0,45521.340792,0.221957,1576788.55,74724.213575,0.417675,8432975.73,80484.748124,0.464841,10884146.43
1000,0x5ad79acbe4a9961ca921e5f28687119913e3e9ba,,183022.95,11298.4456,0.065794,16117238.06,100890.243591,1.228381,19444843.86,74540.050693,0.687113,25798865.56,74540.050693,0.687113,25798865.56
1001,0x25d7472c234111bebb50b8a987b6316629fc6bf6,,3555688.89,35530.781311,0.010094,1475545.47,35600.545206,0.010114,1475545.47,74312.193239,0.021346,10473539.36,91564.76,0.383813,52220120.32
1002,0x668cec05549105e5b05bcc779a43186735d7ea2e,,3123922.37,104555.197385,0.034628,339309.87,153777.55993,0.051774,3140386.1,74227.770132,0.068144,47899137.93,1672494.959727,1.15231,759520055.81
1003,0xd0519272eaa0eb0d024b48342e83d237938a9450,,1957848.11,46526.208239,0.024341,0.0,61793.370445,0.032589,0.0,74206.904452,0.039393,544376.09,367329.633194,0.21255,25808594.89
1004,0xe1b8e9d4b193ea352e916f3e2611870cdb9de541,,651121.02,90686.4439,0.161815,0.0,72574.928812,0.125444,0.0,74053.396877,0.128327,9083629.38,1121.021362,0.001725,18568171.51
1005,0x487033d8ed8c955098148e87fa66f54b046d5c41,,340195.6,-29498.718311,-0.079792,0.0,-30366.138431,-0.081946,1261093.51,74012.816412,0.278053,8143044.09,101457.362889,0.424973,10216948.09
1006,0x8a3cf3c4b300be69429cce5beb2ef14d7200b6b7,,2399584.98,411893.587845,0.207222,0.0,418954.753077,0.211526,0.0,74006.352966,0.04915,5003825.22,3363643.051035,12.834431,13694179.73
1007,0xa380444a9299df2a15bddf949dd493bb6d30d939,,1337380.98,40293.553356,0.031065,0.0,42788.295815,0.033052,0.0,73935.357021,0.058519,0.0,1113117.540872,4.963437,1311674.53
1008,0x747b1125d08a5a2cf33550cbb038e406ebf241ad,,754416.12,0.011634,0.0,0.0,34131.461364,0.047386,4183246.69,73909.12042,0.108609,6866471.74,398594.258189,1.060591,41400059.95
1009,0x0c7aafb0a737a800b2e908974be6a1c9f9892f50,,570457.87,-50644.955131,-0.08154,0.0,-93415.692067,-0.140713,0.0,73441.768591,0.553966,723086.43,351448.535825,0.776733,4688349.87
1010,0xc672604d798d8cbd0cf2cc654099f82bd02647ab,,499432.94,105927.704041,0.26919,11511695.92,99073.009219,0.24746,22468195.63,73313.974711,0.160677,23338154.79,-424425.125,-0.421178,132537915.05
1011,0x3ff6174b8d2cbc380ff6a7dbdd2378923e708538,,100808.85,-4432.000461,-0.042113,7248602.87,6577.303912,0.055505,29656891.33,73194.686034,0.898788,87862917.89,55527.476034,0.560293,93716648.83
1012,0xe00cd6731919e1de67cc0ed19da2e421732ea7a4,,270624.85,-829.049306,-0.003054,47429.78,2477.608805,0.00924,146991.02,73078.871844,0.661886,281608.63,-43296.58652,-0.232542,8344906.93
1013,0x3daf7f1cfd1c289e9b2fb7abb2efbd39f77455d7,,142057.81,-7946.027724,-0.052972,1455838.41,-56227.951465,-0.261239,19639715.19,73053.855987,0.629672,36934748.95,87638.369741,0.863991,37255919.8
1014,0xb07856ebcb6b37967eaf7c4b4e64dcce28c6de15,,3717563.2,-18032.640282,-0.004827,26188981.78,5998.465059,0.001616,95466026.07,73010.243693,0.020033,263982573.5,72616.795542,0.019923,264368575.54
1015,0x0514f2f3e0277c47117e3f33d9390efb0acfbdfe,,801033.65,-51867.885315,-0.060813,732298.75,-78962.792839,-0.073114,1125285.74,72805.9975,0.06106,5680138.45,1135808.71975,0.604686,111448947.96
1016,0x774981be51281ef5d5f81f9569038b755050ea04,,551320.36,17070.988602,0.031953,0.0,18672.800784,0.035057,69462.97,72761.187618,0.971897,4231873.64,369893.705679,0.78037,11388900.64
1017,0xcba2680d2fc87cd6ee404fafbd7a5efbd26b099c,,529775.71,23699.661675,0.04683,0.0,84297.655497,0.18923,1041257.19,72596.59797,0.252732,1360696.99,812563.691688,1.072408,7384005.2
1018,0x347125ab96e098a9ff7e26405a75aa227e119c15,,358866.14,3462.065319,0.009741,9959.03,-5954.252475,-0.016321,3210730.96,72566.47703,0.273695,9051114.09,-33.788113,-5.2e-05,110075080.44
1019,0x54bf732ff47cbdf00f529ddf5188c9b5c9cd73c8,,1642296.0,114792.0,0.07515,0.0,72407.9,0.046123,0.0,72407.9,0.046123,0.0,72407.9,0.046123,0.0
1020,0x9d6468a5ab22fb02f990a778039443d264ef31fe,,310701.46,16612.795184,0.056489,1291437.74,17850.750012,0.045439,3403935.87,72174.405058,0.213201,12435822.38,170163.597827,0.175756,171219525.22
1021,0x848273caa877c20cd468ad86db0fc34774d8e9a2,,286742.84,3481.320102,0.01229,0.0,1726.563371,0.003008,0.0,72104.418523,0.143184,364930.3,568452.013514,2.270666,564631.52
1022,0xb5e12dbb0165ed18f7da21a5eee98e50b36b150d,,572054.55,-1299.072059,-0.002266,89752.37,3908.788667,0.00688,3347470.43,72054.750034,0.14411,8134136.59,72054.750034,0.14411,8134136.59
1023,0x7c7160a23b32402ad24ed5a617b8a83f434642d4,,108217.87,27279.16611,0.225562,338173.17,33733.978339,0.294661,1252945.01,71820.306286,0.797588,10047507.88,-5747.253428,-0.027307,174175665.01
1024,0x7d5e7aa33fac4732b364430bdb0f03dbd3eae319,,197778.81,9620.626706,0.051131,744898.47,15189.92527,0.083192,1600855.32,71787.241077,0.569778,17178690.39,106774.549816,1.173777,49083649.58
1025,0x8c610485cc9543e5a09d7e7bad05af0171b9deea,,136621.78,273.48845,0.002006,105.82,1275.272101,0.005419,171556.91,71592.915486,0.100126,8733830.78,36497.924377,0.05627,17345950.35
1026,0x96cc8a4240b60d4aa5cf47b6af45d0d2d3e9e5a3,,452748.34,-33880.757176,-0.069623,505208.14,-54854.528963,-0.108066,505208.14,71526.972547,0.187626,5893387.32,329795.595185,0.658243,10286512.71
1027,0x8b6f7fbe7c49a1e52e5b68035965f49a82d32ccf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71524.074641,0.035538,4053015.73,132388.57,0.068633,14150388.38
1028,0x0f859756ab0f1655ca61b32d21f6cf9ec2b998dc,,272206.88,0.0,0.0,0.0,48831.989416,0.218512,1640896.52,71309.134774,0.354776,10798353.83,71309.134774,0.354776,10798353.83
1029,0x67f2d1e12bcd20f07e14f716bf5453e91cf42318,,4310637.03,236127.218868,0.057952,0.0,293502.541943,0.073063,164150.63,71255.944705,0.354199,2251121.05,5359114.04254,4.788024,35382307.4
1030,0x191f565e660e4323b7a54c193eb571b99fdeaffe,,399702.72,52048.529456,0.149714,992532.93,3915.036437,0.009888,11990471.97,71175.015346,0.097063,39213704.99,-212365.504599,-0.208851,85227865.69
1031,0x230963164d9637a4c536270a06b4e3636d44a2d9,,554450.43,19358.969615,0.036179,0.0,21556.274243,0.040451,0.0,70927.670979,0.57699,5627792.35,751044.612917,3.692071,28383551.35
1032,0xcd8e36b53a2066ff56ba627fefe0ae98a19ec5e2,,842701.68,55472.913875,0.070466,0.0,51572.812147,0.065107,20490.93,70897.390399,0.091386,21049.9,69693.368321,0.089694,21049.9
1033,0x4aa49911637110665bc68f5b4c6a2526609751cc,,3.3,0.0,0.0,0.0,45907.464292,0.35515,9618738.69,70795.561864,0.67922,14179423.06,70795.561864,0.67922,14179423.06
1034,0xa215ce4eac3900ac8a5e76f621eb8498be16aa51,,509886.87,-7710.741153,-0.014897,0.0,-46401.085028,-0.079825,233484.9,70605.35499,0.259002,1488200.37,563328.399725,2.763331,21513660.02
1035,0xeb18b9cfb96743dfb5d3e365a7068f0eaf3839e4,,146449.21,51652.682061,0.544305,0.0,56703.613635,0.631123,1232182.96,70601.205327,0.929599,1513075.23,70601.205327,0.929599,1513075.23
1036,0x8196e0648cb16e9151c2920618a58605706b5836,,17011253.44,1050031.622363,0.065786,0.0,1138707.894035,0.071741,0.0,70592.785891,0.003294,4489927.22,38970768.314888,19.485391,21148579.13
1037,0x8da025a0748d108edaf9258beeec71df336ecc5c,,111268.18,16400.909269,0.172883,33912.75,-15502.597637,-0.122288,856190.25,70525.438289,0.697662,4278054.03,70525.438289,0.697662,4278054.03
1038,0x7d57746d771d52777f36ebd905ded3f0a139606f,,327400.13,-76129.395084,-0.188659,15.89,92088.300568,0.391346,284870.02,70449.507602,0.291941,1420314.38,61977.537863,0.251495,9343778.11
1039,0xb1ccdb4c28fe323ccf0ac7c801f5add732c0a7f8,,121417.92,-33701.393807,-0.292151,133388.06,-42585.538032,-0.342767,187552.8,70431.274909,1.016717,911381.23,-223305.930192,-0.612176,25449419.59
1040,0x8eaa7da59335e263bd1c4edf8ab27d71687af451,,687108.75,9848.034838,0.014541,74996.54,8074.562645,0.011891,150006.86,70353.422291,0.11407,1513677.09,82540.751749,0.136528,4902259.06
1041,0x153c8444380512cabdc34f6cea09c322e14e319a,,3900867.91,1360507.247552,0.535557,2197390.27,1929636.849291,0.978899,2197390.27,70057.21756,0.014816,42085112.13,-29455811.428474,-0.859911,626352079.02
1042,0xbf34bb619d51d82b707efe6b067d0dece4133b36,,279646.23,-10137.170478,-0.034982,0.0,66744.570687,0.3135,0.0,70012.683569,0.333977,0.0,-886032.822534,-0.713968,37250490.27
1043,0x35c5c21decc15b99b9af370b3e97fd8e213bd29d,,197065.05,4050.322426,0.020985,5662725.54,-23793.41071,-0.107731,30700743.87,70004.925364,0.550959,126317802.82,71546.82549,0.570011,130066306.84
1044,0x7944642920df33bae461f86aa0cd0b4b8284330e,,1531852.23,24677.866339,0.016374,0.0,62927.827219,0.042839,3600935.46,70004.652387,0.047888,4985396.43,-133986.139484,-0.076571,48263689.59
1045,0xf55362d65bdcc28b99d63e610e5a9e819b784f07,,267695.12,10566.269143,0.040776,108084.31,46363.035704,0.207596,943795.83,69992.590204,0.350482,2893607.5,69992.590204,0.350482,2893607.5
1046,0xb9a6c1c5fdc74f9a4076110bff09bb8beb62e7a0,,100093.53,2081.053198,0.020746,3904310.39,6247.717383,0.039531,36575394.56,69966.859605,0.677939,108055004.57,124486.671178,2.435272,147230232.56
1047,0x53d81efc0123b75221e8cdae0658c331fe6a56b7,,0.01,0.0,0.0,0.0,17926.053493,0.238749,827525.57,69915.803497,0.924104,12971321.51,69915.803497,0.924104,12971321.51
1048,0xdf6097a9e585e3d72556d19fa147562ffef5d3c7,,2547768.59,85558.700157,0.034749,0.0,255890.312965,0.111651,0.0,69836.505635,0.028183,836049.46,3487107.812059,1.038017,85313691.77
1049,0x68af3f19b7cf1934909bd43776050fe83b0ac654,,369838.24,29102.37856,0.08541,411597.69,117554.678305,0.465963,7686593.51,69738.429412,0.232384,12215365.07,238508.972544,0.7229,392698712.67
1050,0x3bcf8d98c8e8f5ab000b9e79ba7e7d8703952a05,,801611.1,63559.488799,0.086118,0.0,69669.178129,0.089902,212116.48,69669.178129,0.089902,212116.48,69669.178129,0.089902,212116.48
1051,0x74e62e5f7a58b81b108351ee48e08c27f4293370,,152316.07,9885.748257,0.069408,609958.67,-2151.654749,-0.013929,721930.06,69179.855254,0.135153,7683780.24,63421.752816,0.120484,53259018.39
1052,0x6f97d329b072e0f7b74575565d806a4351b8f824,,2808.38,75.889542,0.026793,0.0,91.06719,0.032324,0.0,69057.462894,0.043958,7795308.05,1585134.95,0.336856,878194865.27
1053,0x1f793d9f0368c1da329cb112212d81d521e7a9b8,,3786866.15,-55141.896576,-0.014351,0.0,-40978.805781,-0.010704,0.0,69038.720922,0.018416,1537024.22,4362011.695001,0.56825,878714336.39
1054,0x5661a070eb13c7c55ac3210b2447d4bea426cbf5,,634017.12,-9047.519376,-0.012483,118365.94,-11557.63837,-0.015891,1288955.78,68898.885182,0.106521,3541629.84,149319.637239,0.263701,45324233.16
1055,0xb0088e7991b62ef58483e5f524ed9d482e5bac8b,R9.,1071558.85,98312.14714,0.101015,348556.9,111530.675325,0.116174,1048518.28,68896.729055,0.469511,16187801.37,-2226418.443999,-0.563314,312748235.21
1056,0xc822d309fe533f62cb616fa3631bd5edf62344bb,,409462.64,-2951.350328,-0.007156,1323003.41,-23555.989369,-0.054399,3512954.0,68284.05136,0.200142,8112146.28,59564.844777,0.170235,11056973.8
1057,0xa2416b3fbb561eea1286ee73cf252a0d1b7bddb4,,490762.47,29496.503879,0.063947,0.0,34581.118819,0.075806,0.0,68235.318563,0.161493,845038.09,68235.318563,0.161493,845038.09
1058,0x296e27d522a2c44e5a47d6b324135873b9380a04,,587527.55,-10316.511988,-0.017256,0.0,-105834.309581,-0.152639,0.0,68223.277719,0.061021,0.0,-1191041.377632,-0.501009,35098309.53
1059,0x45246498353a9e3ca808b67567e238865350fc10,,172858.26,-9999.316158,-0.054684,0.0,-4782.097262,-0.02692,0.0,68119.550749,0.368735,73677.48,183282.96727,0.258814,19637902.92
1060,0xe9c888b87f2c8723a08d105a18bcd5cbb101770f,,514446.88,32351.387557,0.068446,0.0,137150.727553,0.287349,6044331.21,67945.420168,0.124328,19182719.0,-379277.139847,-0.37979,381590711.13
1061,0x89c645ecbd07825b194e3b98300eb3497aaba406,,11903206.39,692875.710875,0.061791,2022826.7,645243.810687,0.0573,14282127.54,67913.478821,0.005589,77478139.18,14661050.512943,4.187316,133789846768.39
1062,0x99b9801f356dd303de0549a40cc9291ab06a9578,,228707.59,4001.651805,0.017808,2624374.15,20268.126313,0.097237,14842775.52,67853.406599,0.421832,117174113.77,122513.163567,1.153116,241482988.1
1063,0xb98909dd9cf5a95fe7079ee5bb4698cdad72b05e,,376105.37,0.0,0.0,0.0,0.000412,0.0,0.0,67828.642569,0.220025,15498422.37,185684.18,2.628475,73510604.56
1064,0x05df8c46c75a06ee097c0a90f9fbe8a11a4eba39,,265379.12,8986.950445,0.088611,0.0,14525.240218,0.151491,4030397.7,67812.027496,0.471142,4268065.55,244863.362447,22.252517,26069890.62
