address,coin,szi,entry_px,position_value,unrealized_pnl,leverage,leverage_type,liq_px
0xd47587702a91731dc1089b5db0932cf820151a91,NEAR,-78530.6,2.07415,156770.63678,6114.097672,10,cross,144.0450588929
0xd47587702a91731dc1089b5db0932cf820151a91,ENA,-163885.0,0.169339,12742.38652,15009.855491,10,cross,68.1448372434
0xd47587702a91731dc1089b5db0932cf820151a91,HYPE,-426262.23,54.0772,29442358.4883299991,-6391261.2539219996,5,cross,94.0512120386
0xd47587702a91731dc1089b5db0932cf820151a91,FARTCOIN,-2702104.3999999999,0.11203,475516.332312,-172799.428028,10,cross,4.3043083744
0xd47587702a91731dc1089b5db0932cf820151a91,XPL,-2342.0,0.106157,242.2799,6.340872,5,cross,4604.917076418
0xd47587702a91731dc1089b5db0932cf820151a91,ASTER,-97313.0,0.701399,62524.57563,5730.736262,3,cross,110.0638708606
0xd47587702a91731dc1089b5db0932cf820151a91,MON,-11387937.0,0.018433,234375.131397,-24451.13335,3,cross,0.9556161068
0xd47587702a91731dc1089b5db0932cf820151a91,LIT,-700000.0,1.725124,1443820.0,-236232.679,3,cross,17.2742012706
0x091159a8106b077c13e89bc09701117e8b5f129a,BTC,0.71392,58586.8,44255.18688,2428.885069,20,cross,
0x091159a8106b077c13e89bc09701117e8b5f129a,ETH,-0.8809,1580.98,1535.4087,-142.720232,20,cross,7721462.0217702929
0x091159a8106b077c13e89bc09701117e8b5f129a,ZRO,654208.3,1.15754,585078.1089390001,-172200.013453,5,cross,
0x091159a8106b077c13e89bc09701117e8b5f129a,SAGA,27888948.3999999985,0.01584,382357.482564,-59636.76284,3,cross,
0x091159a8106b077c13e89bc09701117e8b5f129a,SYRUP,933179.0,0.143671,150073.84678,16002.57451,3,cross,
0x091159a8106b077c13e89bc09701117e8b5f129a,STBL,13345465.0,0.022742,359486.790705,55974.944884,3,cross,
0x091159a8106b077c13e89bc09701117e8b5f129a,ZEC,2.9,318.7971,1336.465,411.953133,10,cross,
0x091159a8106b077c13e89bc09701117e8b5f129a,MON,1.0,0.018558,0.020583,0.002025,5,cross,
0x091159a8106b077c13e89bc09701117e8b5f129a,AERO,1.0,0.364098,0.51407,0.149972,3,cross,
0x091159a8106b077c13e89bc09701117e8b5f129a,STABLE,-5462092.0,0.036001,192500.508356,4142.737539,3,cross,1.1237280654
0x091159a8106b077c13e89bc09701117e8b5f129a,LIT,269595.0,1.561583,556093.6065,135098.508946,5,cross,
0x92ea19eceb7a8de0f50978a1583a5d8b018050e9,BTC,1268.33487,76117.3,78621541.9215600044,-17920752.5113699995,5,cross,17765.7894018829
0x92ea19eceb7a8de0f50978a1583a5d8b018050e9,ZEC,-14659.57,419.8952,6755423.0473999996,-599939.1159,2,cross,3936.6563823446
0x7fba7e745bd97f828c824589680749b55a8c04ab,ETH,21708.607,1723.66,37840272.8616999984,421816.303967,10,cross,1437.9850358206
0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,BTC,100.31948,59789.7,6218704.24572,220625.318462,20,cross,19277.7714235421
0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,ETH,-2607.5138,1679.18,4544896.5533999996,-166399.095292,20,cross,3333.8808469916
0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,SOL,-13148.12,71.5672,1069967.70936,-128993.475599,20,cross,395.3398764704
0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,XRP,175089.0,1.136771,194016.1209,-5019.992587,20,cross,
0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,WLD,-132927.9,0.41946,56245.782327,-486.77501,10,cross,30.7382294812
0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,NEAR,-31059.3,1.90529,62003.68059,-2826.628719,10,cross,131.739163243
0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,JTO,-40373.0,0.756161,30790.46845,-261.954608,5,cross,96.0380396718
0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,TAO,-0.4,278.473,86.432,24.95728,5,cross,9616599.3480454534
0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,EIGEN,-90922.08,0.2059,19339.126416,-611.655417,5,cross,42.5187416922
0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,GRASS,-23375.4,0.54096,13492.28088,-847.120674,3,cross,155.7296363686
0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,FARTCOIN,-174395.4,0.17171,30677.894814,-731.783428,10,cross,23.2827265349
0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,VVV,-8918.55,13.5477,124012.43775,-3186.309526,3,cross,420.5574559588
0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,XPL,-16166.0,0.101858,1672.21104,-25.56883,10,cross,246.4748945335
0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,ASTER,-468.0,0.623233,300.69,-9.016763,5,cross,8219.7734983294
0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,ZEC,-268.29,419.5852,123630.7149,-11060.18085,10,cross,15480.8350189117
0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,CC,2485.0,0.138409,346.48355,2.537153,3,cross,
0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,LIT,-96935.0,2.062501,199821.809,106.773392,5,cross,41.7431796175
0xa445a0a15b1d50fa0c4bfe6796d9447e0da5329d,HYPE,145267.68,73.3678,10034510.2636799999,-623462.511309,10,cross,40.7859355681
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,BTC,0.00001,119930.2,0.61999,-0.579312,20,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,ATOM,-23.55,1.8516,37.460985,6.144195,5,cross,118267.6793173519
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,DYDX,13.5,1.15189,1.78875,-13.761798,5,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,SOL,50648.98,86.1296,4121864.6413799999,-240514.74622,20,cross,19.3414682928
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,AVAX,53740.77,6.5567,370655.464767,18290.053384,10,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,BNB,1608.095,810.709,911387.8412500001,-392309.787895,10,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,APE,201.0,0.57266,29.13093,-85.974216,5,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,OP,255709.4,0.12148,26371.310422,-4692.402977,5,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,LTC,8.93,42.3039,388.8122,11.03749,10,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,ARB,0.3,0.12555,0.023799,-0.013868,10,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,DOGE,-57882.0,0.109881,4381.898928,1978.283672,10,cross,50.4850429611
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,INJ,26929.4,4.60651,131463.94492,7413.14362,5,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,SUI,-118.9,0.79226,89.278443,4.921271,10,cross,24540.6445432176
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,kPEPE,13.0,0.004868,0.033345,-0.029949,10,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,CRV,91.6,0.39752,18.930056,-17.482776,10,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,LDO,234.5,0.30759,62.018215,-10.113255,5,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,LINK,-173754.1,11.37437,1365272.84075,611070.945635,10,cross,24.6501590379
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,GMX,-2.85,15.12,17.07378,26.01822,3,cross,977257.3546382774
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,SNX,62.7,0.5562,14.688729,-20.185011,3,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,XRP,1243867.0,1.347017,1378702.1828000001,-296808.2188,20,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,APT,233211.9,0.6531,145104.44418,-7210.06019,10,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,AAVE,-36590.0,98.6031,3181793.2200000002,426095.4009,10,cross,166.7009176755
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,COMP,0.01,44.1466,0.16625,-0.275216,5,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,WLD,-3546316.0,0.61242,1500730.0048799999,671105.198481,10,cross,1.2459474459
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,TRX,107555.0,0.318054,34421.9022,213.58633,10,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,kSHIB,84601.0,0.012769,365.899325,-714.387846,10,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,UNI,201.2,3.1226,648.32676,20.05964,10,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,SEI,303.0,0.12814,15.006075,-23.820484,5,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,ZRO,-44046.2,1.47406,39405.93283,25520.943703,5,cross,64.1274915831
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,DOT,547920.1,1.6088,475293.290745,-406206.036042,10,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,TRB,0.5,46.6252,7.2925,-16.020123,3,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,BIGTIME,-28381.0,0.062235,216.802459,1549.514604,3,cross,98.142531602
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,BLUR,5564.0,0.080317,84.700772,-362.185432,3,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,TIA,15855.3,0.40983,6244.927011,-253.201898,5,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,ADA,8441110.0,0.303119,1425619.0678999999,-1133046.9612730001,10,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,PENDLE,-25.0,3.5147,37.26,50.6075,5,cross,111408.1458775636
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,FET,31.0,0.240415,5.80351,-1.649358,5,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,NEAR,-63267.2,1.81292,126300.31136,-11601.772438,10,cross,48.1148789437
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,NEO,68.48,14.9782,135.21376,-890.496088,5,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,FIL,12705.9,1.46096,10023.430392,-8539.430422,5,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,PYTH,1.0,0.158115,0.039211,-0.118904,5,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,SUSHI,359.0,0.69906,58.4452,-192.518939,3,cross,
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,IMX,-205.1,0.51539,25.861059,79.847424,5,cross,13579.6794149063
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,kBONK,-696538.0,0.014694,3123.276392,7111.933529,10,cross,4.1934777918
